county,precinct,office,district,party,candidate,election_day,early_voting,absentee,provisional,other,votes
Dixie,1 1ST DIST. COM. BLDG,Registered Voters,,,,2436,2436,2436,2436,2436,2436
Dixie,1 1ST DIST. COM. BLDG,Ballots Cast,,,,569,644,658,0,0,1871
Dixie,1 1ST DIST. COM. BLDG,President,,REP,Donald J. Trump,516,561,485,0,0,1562
Dixie,1 1ST DIST. COM. BLDG,President,,DEM,Joseph R. Biden,47,80,162,0,0,289
Dixie,1 1ST DIST. COM. BLDG,President,,LPF,Jo Jorgensen,2,1,4,0,0,7
Dixie,1 1ST DIST. COM. BLDG,President,,REF,De La Fuente,0,0,0,0,0,0
Dixie,1 1ST DIST. COM. BLDG,President,,PSL,La Riva,1,0,0,0,0,1
Dixie,1 1ST DIST. COM. BLDG,President,,GRE,Howie Hawkins,0,0,1,0,0,1
Dixie,1 1ST DIST. COM. BLDG,President,,CPF,Don Blankenship,0,0,0,0,0,0
Dixie,1 1ST DIST. COM. BLDG,President,,,Write-In,2,0,1,0,0,3
Dixie,1 1ST DIST. COM. BLDG,U.S. House,2,REP,Neal Dunn,520,563,555,0,0,1638
Dixie,1 1ST DIST. COM. BLDG,U.S. House,2,DEM,Write-In,5,10,29,0,0,44
Dixie,1 1ST DIST. COM. BLDG,State Senate,5,REP,Jennifer Bradley,486,523,482,0,0,1491
Dixie,1 1ST DIST. COM. BLDG,State Senate,5,DEM,Melina Rayna Barratt,62,80,141,0,0,283
Dixie,1 1ST DIST. COM. BLDG,State House,21,REP,Chuck Clemons,508,539,495,0,0,1542
Dixie,1 1ST DIST. COM. BLDG,State House,21,DEM,Kayser Enneking,48,81,142,0,0,271
Dixie,2 MASONIC LODGE,Registered Voters,,,,518,518,518,518,518,518
Dixie,2 MASONIC LODGE,Ballots Cast,,,,100,221,103,0,1,425
Dixie,2 MASONIC LODGE,President,,REP,Donald J. Trump,78,197,77,0,1,353
Dixie,2 MASONIC LODGE,President,,DEM,Joseph R. Biden,20,21,25,0,0,66
Dixie,2 MASONIC LODGE,President,,LPF,Jo Jorgensen,0,1,0,0,0,1
Dixie,2 MASONIC LODGE,President,,REF,De La Fuente,0,0,0,0,0,0
Dixie,2 MASONIC LODGE,President,,PSL,La Riva,0,0,0,0,0,0
Dixie,2 MASONIC LODGE,President,,GRE,Howie Hawkins,0,0,0,0,0,0
Dixie,2 MASONIC LODGE,President,,CPF,Don Blankenship,0,0,0,0,0,0
Dixie,2 MASONIC LODGE,President,,,Write-In,1,0,0,0,0,1
Dixie,2 MASONIC LODGE,U.S. House,2,REP,Neal Dunn,84,189,80,0,1,354
Dixie,2 MASONIC LODGE,U.S. House,2,DEM,Write-In,1,2,4,0,0,7
Dixie,2 MASONIC LODGE,State Senate,5,REP,Jennifer Bradley,78,181,65,0,1,325
Dixie,2 MASONIC LODGE,State Senate,5,DEM,Melina Rayna Barratt,12,20,25,0,0,57
Dixie,2 MASONIC LODGE,State House,21,REP,Chuck Clemons,84,192,79,0,1,356
Dixie,2 MASONIC LODGE,State House,21,DEM,Kayser Enneking,11,18,19,0,0,48
Dixie,4 Old Town CTR,Registered Voters,,,,2962,2962,2962,2962,2962,2962
Dixie,4 Old Town CTR,Ballots Cast,,,,687,788,720,0,1,2196
Dixie,4 Old Town CTR,President,,REP,Donald J. Trump,630,697,513,0,1,1841
Dixie,4 Old Town CTR,President,,DEM,Joseph R. Biden,51,82,199,0,0,332
Dixie,4 Old Town CTR,President,,LPF,Jo Jorgensen,3,4,0,0,0,7
Dixie,4 Old Town CTR,President,,REF,De La Fuente,1,0,1,0,0,2
Dixie,4 Old Town CTR,President,,PSL,La Riva,0,0,1,0,0,1
Dixie,4 Old Town CTR,President,,GRE,Howie Hawkins,1,0,1,0,0,2
Dixie,4 Old Town CTR,President,,CPF,Don Blankenship,0,1,0,0,0,1
Dixie,4 Old Town CTR,President,,,Write-In,1,0,1,0,0,2
Dixie,4 Old Town CTR,U.S. House,2,REP,Neal Dunn,642,705,593,0,1,1941
Dixie,4 Old Town CTR,U.S. House,2,DEM,Write-In,6,12,34,0,0,52
Dixie,4 Old Town CTR,State Senate,5,REP,Jennifer Bradley,589,666,492,0,1,1748
Dixie,4 Old Town CTR,State Senate,5,DEM,Melina Rayna Barratt,71,89,191,0,0,351
Dixie,4 Old Town CTR,State House,21,REP,Chuck Clemons,616,691,514,0,1,1822
Dixie,4 Old Town CTR,State House,21,DEM,Kayser Enneking,56,72,180,0,0,308
Dixie,5 SUWANNEE COM. CENTER,Registered Voters,,,,394,394,394,394,394,394
Dixie,5 SUWANNEE COM. CENTER,Ballots Cast,,,,166,63,95,0,0,324
Dixie,5 SUWANNEE COM. CENTER,President,,REP,Donald J. Trump,151,61,85,0,0,297
Dixie,5 SUWANNEE COM. CENTER,President,,DEM,Joseph R. Biden,13,2,10,0,0,25
Dixie,5 SUWANNEE COM. CENTER,President,,LPF,Jo Jorgensen,0,0,0,0,0,0
Dixie,5 SUWANNEE COM. CENTER,President,,REF,De La Fuente,1,0,0,0,0,1
Dixie,5 SUWANNEE COM. CENTER,President,,PSL,La Riva,0,0,0,0,0,0
Dixie,5 SUWANNEE COM. CENTER,President,,GRE,Howie Hawkins,0,0,0,0,0,0
Dixie,5 SUWANNEE COM. CENTER,President,,CPF,Don Blankenship,1,0,0,0,0,1
Dixie,5 SUWANNEE COM. CENTER,President,,,Write-In,0,0,0,0,0,0
Dixie,5 SUWANNEE COM. CENTER,U.S. House,2,REP,Neal Dunn,147,59,84,0,0,290
Dixie,5 SUWANNEE COM. CENTER,U.S. House,2,DEM,Write-In,0,0,1,0,0,1
Dixie,5 SUWANNEE COM. CENTER,State Senate,5,REP,Jennifer Bradley,142,59,83,0,0,284
Dixie,5 SUWANNEE COM. CENTER,State Senate,5,DEM,Melina Rayna Barratt,14,2,7,0,0,23
Dixie,5 SUWANNEE COM. CENTER,State House,21,REP,Chuck Clemons,146,58,81,0,0,285
Dixie,5 SUWANNEE COM. CENTER,State House,21,DEM,Kayser Enneking,16,3,10,0,0,29
Dixie,6 COM. BUILDING HWY 55A,Registered Voters,,,,1127,1127,1127,1127,1127,1127
Dixie,6 COM. BUILDING HWY 55A,Ballots Cast,,,,258,280,293,0,1,832
Dixie,6 COM. BUILDING HWY 55A,President,,REP,Donald J. Trump,239,250,243,0,0,732
Dixie,6 COM. BUILDING HWY 55A,President,,DEM,Joseph R. Biden,17,30,46,0,1,94
Dixie,6 COM. BUILDING HWY 55A,President,,LPF,Jo Jorgensen,1,0,2,0,0,3
Dixie,6 COM. BUILDING HWY 55A,President,,REF,De La Fuente,0,0,0,0,0,0
Dixie,6 COM. BUILDING HWY 55A,President,,PSL,La Riva,0,0,0,0,0,0
Dixie,6 COM. BUILDING HWY 55A,President,,GRE,Howie Hawkins,0,0,0,0,0,0
Dixie,6 COM. BUILDING HWY 55A,President,,CPF,Don Blankenship,1,0,1,0,0,2
Dixie,6 COM. BUILDING HWY 55A,President,,,Write-In,0,0,0,0,0,0
Dixie,6 COM. BUILDING HWY 55A,U.S. House,2,REP,Neal Dunn,235,247,259,0,0,741
Dixie,6 COM. BUILDING HWY 55A,U.S. House,2,DEM,Write-In,2,5,2,0,1,10
Dixie,6 COM. BUILDING HWY 55A,State Senate,5,REP,Jennifer Bradley,223,231,229,0,0,683
Dixie,6 COM. BUILDING HWY 55A,State Senate,5,DEM,Melina Rayna Barratt,21,32,46,0,0,99
Dixie,6 COM. BUILDING HWY 55A,State House,21,REP,Chuck Clemons,238,245,244,0,0,727
Dixie,6 COM. BUILDING HWY 55A,State House,21,DEM,Kayser Enneking,13,27,37,0,1,78
Dixie,7 CO BLDG WARD AVE,Registered Voters,,,,379,379,379,379,379,379
Dixie,7 CO BLDG WARD AVE,Ballots Cast,,,,82,149,90,0,0,321
Dixie,7 CO BLDG WARD AVE,President,,REP,Donald J. Trump,74,135,68,0,0,277
Dixie,7 CO BLDG WARD AVE,President,,DEM,Joseph R. Biden,6,13,20,0,0,39
Dixie,7 CO BLDG WARD AVE,President,,LPF,Jo Jorgensen,1,1,0,0,0,2
Dixie,7 CO BLDG WARD AVE,President,,REF,De La Fuente,0,0,0,0,0,0
Dixie,7 CO BLDG WARD AVE,President,,PSL,La Riva,0,0,0,0,0,0
Dixie,7 CO BLDG WARD AVE,President,,GRE,Howie Hawkins,0,0,0,0,0,0
Dixie,7 CO BLDG WARD AVE,President,,CPF,Don Blankenship,0,0,0,0,0,0
Dixie,7 CO BLDG WARD AVE,President,,,Write-In,0,0,0,0,0,0
Dixie,7 CO BLDG WARD AVE,U.S. House,2,REP,Neal Dunn,74,130,75,0,0,279
Dixie,7 CO BLDG WARD AVE,U.S. House,2,DEM,Write-In,1,2,3,0,0,6
Dixie,7 CO BLDG WARD AVE,State Senate,5,REP,Jennifer Bradley,73,120,70,0,0,263
Dixie,7 CO BLDG WARD AVE,State Senate,5,DEM,Melina Rayna Barratt,2,17,14,0,0,33
Dixie,7 CO BLDG WARD AVE,State House,21,REP,Chuck Clemons,75,127,72,0,0,274
Dixie,7 CO BLDG WARD AVE,State House,21,DEM,Kayser Enneking,5,13,16,0,0,34
Dixie,9 CITY HALL,Registered Voters,,,,1449,1449,1449,1449,1449,1449
Dixie,9 CITY HALL,Ballots Cast,,,,218,518,396,0,0,1132
Dixie,9 CITY HALL,President,,REP,Donald J. Trump,143,337,228,0,0,708
Dixie,9 CITY HALL,President,,DEM,Joseph R. Biden,71,175,164,0,0,410
Dixie,9 CITY HALL,President,,LPF,Jo Jorgensen,2,1,2,0,0,5
Dixie,9 CITY HALL,President,,REF,De La Fuente,0,1,0,0,0,1
Dixie,9 CITY HALL,President,,PSL,La Riva,0,0,0,0,0,0
Dixie,9 CITY HALL,President,,GRE,Howie Hawkins,0,1,0,0,0,1
Dixie,9 CITY HALL,President,,CPF,Don Blankenship,0,0,0,0,0,0
Dixie,9 CITY HALL,President,,,Write-In,0,0,0,0,0,0
Dixie,9 CITY HALL,U.S. House,2,REP,Neal Dunn,157,373,264,0,0,794
Dixie,9 CITY HALL,U.S. House,2,DEM,Write-In,7,19,24,0,0,50
Dixie,9 CITY HALL,State Senate,5,REP,Jennifer Bradley,151,317,237,0,0,705
Dixie,9 CITY HALL,State Senate,5,DEM,Melina Rayna Barratt,48,142,120,0,0,310
Dixie,9 CITY HALL,State House,21,REP,Chuck Clemons,157,350,244,0,0,751
Dixie,9 CITY HALL,State House,21,DEM,Kayser Enneking,45,140,119,0,0,304
Dixie,10 COUNTY BLDG 292 Ave,Registered Voters,,,,531,531,531,531,531,531
Dixie,10 COUNTY BLDG 292 Ave,Ballots Cast,,,,139,186,111,0,0,436
Dixie,10 COUNTY BLDG 292 Ave,President,,REP,Donald J. Trump,129,172,97,0,0,398
Dixie,10 COUNTY BLDG 292 Ave,President,,DEM,Joseph R. Biden,10,13,11,0,0,34
Dixie,10 COUNTY BLDG 292 Ave,President,,LPF,Jo Jorgensen,0,1,1,0,0,2
Dixie,10 COUNTY BLDG 292 Ave,President,,REF,De La Fuente,0,0,0,0,0,0
Dixie,10 COUNTY BLDG 292 Ave,President,,PSL,La Riva,0,0,0,0,0,0
Dixie,10 COUNTY BLDG 292 Ave,President,,GRE,Howie Hawkins,0,0,1,0,0,1
Dixie,10 COUNTY BLDG 292 Ave,President,,CPF,Don Blankenship,0,0,0,0,0,0
Dixie,10 COUNTY BLDG 292 Ave,President,,,Write-In,0,0,0,0,0,0
Dixie,10 COUNTY BLDG 292 Ave,U.S. House,2,REP,Neal Dunn,112,167,102,0,0,381
Dixie,10 COUNTY BLDG 292 Ave,U.S. House,2,DEM,Write-In,1,4,2,0,0,7
Dixie,10 COUNTY BLDG 292 Ave,State Senate,5,REP,Jennifer Bradley,114,161,93,0,0,368
Dixie,10 COUNTY BLDG 292 Ave,State Senate,5,DEM,Melina Rayna Barratt,12,15,14,0,0,41
Dixie,10 COUNTY BLDG 292 Ave,State House,21,REP,Chuck Clemons,123,173,102,0,0,398
Dixie,10 COUNTY BLDG 292 Ave,State House,21,DEM,Kayser Enneking,9,11,7,0,0,27
Dixie,11 JENA COM. CENTER,Registered Voters,,,,421,421,421,421,421,421
Dixie,11 JENA COM. CENTER,Ballots Cast,,,,171,90,94,0,0,355
Dixie,11 JENA COM. CENTER,President,,REP,Donald J. Trump,156,84,69,0,0,309
Dixie,11 JENA COM. CENTER,President,,DEM,Joseph R. Biden,15,6,25,0,0,46
Dixie,11 JENA COM. CENTER,President,,LPF,Jo Jorgensen,0,0,0,0,0,0
Dixie,11 JENA COM. CENTER,President,,REF,De La Fuente,0,0,0,0,0,0
Dixie,11 JENA COM. CENTER,President,,PSL,La Riva,0,0,0,0,0,0
Dixie,11 JENA COM. CENTER,President,,GRE,Howie Hawkins,0,0,0,0,0,0
Dixie,11 JENA COM. CENTER,President,,CPF,Don Blankenship,0,0,0,0,0,0
Dixie,11 JENA COM. CENTER,President,,,Write-In,0,0,0,0,0,0
Dixie,11 JENA COM. CENTER,U.S. House,2,REP,Neal Dunn,154,84,73,0,0,311
Dixie,11 JENA COM. CENTER,U.S. House,2,DEM,Write-In,2,0,7,0,0,9
Dixie,11 JENA COM. CENTER,State Senate,5,REP,Jennifer Bradley,146,82,65,0,0,293
Dixie,11 JENA COM. CENTER,State Senate,5,DEM,Melina Rayna Barratt,15,5,25,0,0,45
Dixie,11 JENA COM. CENTER,State House,21,REP,Chuck Clemons,151,82,68,0,0,301
Dixie,11 JENA COM. CENTER,State House,21,DEM,Kayser Enneking,10,6,22,0,0,38
Dixie,12 HORSESHOE BCH CITY HALL,Registered Voters,,,,377,377,377,377,377,377
Dixie,12 HORSESHOE BCH CITY HALL,Ballots Cast,,,,128,98,88,0,0,314
Dixie,12 HORSESHOE BCH CITY HALL,President,,REP,Donald J. Trump,118,85,79,0,0,282
Dixie,12 HORSESHOE BCH CITY HALL,President,,DEM,Joseph R. Biden,10,12,8,0,0,30
Dixie,12 HORSESHOE BCH CITY HALL,President,,LPF,Jo Jorgensen,0,0,0,0,0,0
Dixie,12 HORSESHOE BCH CITY HALL,President,,REF,De La Fuente,0,1,0,0,0,1
Dixie,12 HORSESHOE BCH CITY HALL,President,,PSL,La Riva,0,0,0,0,0,0
Dixie,12 HORSESHOE BCH CITY HALL,President,,GRE,Howie Hawkins,0,0,0,0,0,0
Dixie,12 HORSESHOE BCH CITY HALL,President,,CPF,Don Blankenship,0,0,0,0,0,0
Dixie,12 HORSESHOE BCH CITY HALL,President,,,Write-In,0,0,0,0,0,0
Dixie,12 HORSESHOE BCH CITY HALL,U.S. House,2,REP,Neal Dunn,109,77,78,0,0,264
Dixie,12 HORSESHOE BCH CITY HALL,U.S. House,2,DEM,Write-In,1,1,0,0,0,2
Dixie,12 HORSESHOE BCH CITY HALL,State Senate,5,REP,Jennifer Bradley,109,76,71,0,0,256
Dixie,12 HORSESHOE BCH CITY HALL,State Senate,5,DEM,Melina Rayna Barratt,12,15,13,0,0,40
Dixie,12 HORSESHOE BCH CITY HALL,State House,21,REP,Chuck Clemons,115,81,79,0,0,275
Dixie,12 HORSESHOE BCH CITY HALL,State House,21,DEM,Kayser Enneking,9,12,7,0,0,28